date,atm_id,area,weather,major_event,twenty_dollar_bills_withdrawn,fifty_dollar_bills_withdrawn,hundred_dollar_bills_withdrawn
2023-02-25,LM-ATM-005,South Street Seaport,clear,None,71,62,42
2023-02-25,LM-ATM-006,Tribeca,clear,None,64,28,14
2023-02-25,LM-ATM-007,City Hall,clear,None,64,28,13
2023-02-25,LM-ATM-008,Chinatown,clear,None,70,41,23
2023-02-25,LM-ATM-009,Little Italy,clear,None,58,40,25
2023-02-25,LM-ATM-010,SoHo Broadway,clear,None,66,61,36
2023-02-25,LM-ATM-011,NoLiTa,clear,None,58,41,25
2023-02-25,LM-ATM-012,Canal Street,clear,None,72,40,24
2023-02-25,LM-ATM-013,World Trade Center,clear,None,109,45,26
2023-02-25,LM-ATM-014,Brookfield Place,clear,None,92,45,24
2023-02-25,LM-ATM-015,Bowling Green,clear,None,77,37,21
2023-02-25,LM-ATM-016,Staten Ferry Terminal,clear,None,61,44,26
2023-02-25,LM-ATM-017,Essex Market,clear,None,69,43,21
2023-02-25,LM-ATM-018,Houston Street,clear,None,58,43,22
2023-02-25,LM-ATM-019,Delancey Street,clear,None,73,37,18
2023-02-25,LM-ATM-020,Pier 17,clear,None,64,53,35
2023-02-26,LM-ATM-001,Battery Park,snow,None,38,30,15
2023-02-26,LM-ATM-002,Wall Street,snow,None,62,24,9
2023-02-26,LM-ATM-003,Broad Street,snow,None,48,17,7
2023-02-26,LM-ATM-004,Fulton Center,snow,None,66,38,23
2023-02-26,LM-ATM-005,South Street Seaport,snow,None,30,30,17
2023-02-26,LM-ATM-006,Tribeca,snow,None,50,24,11
2023-02-26,LM-ATM-007,City Hall,snow,None,50,24,14
2023-02-26,LM-ATM-008,Chinatown,snow,None,39,31,17
2023-02-26,LM-ATM-009,Little Italy,snow,None,33,30,17
2023-02-26,LM-ATM-010,SoHo Broadway,snow,None,30,30,19
2023-02-26,LM-ATM-011,NoLiTa,snow,None,35,30,17
2023-02-26,LM-ATM-012,Canal Street,snow,None,47,35,20
2023-02-26,LM-ATM-013,World Trade Center,snow,None,58,38,16
2023-02-26,LM-ATM-014,Brookfield Place,snow,None,63,29,14
2023-02-26,LM-ATM-015,Bowling Green,snow,None,60,31,18
2023-02-26,LM-ATM-016,Staten Ferry Terminal,snow,None,42,35,20
2023-02-26,LM-ATM-017,Essex Market,snow,None,46,31,17
2023-02-26,LM-ATM-018,Houston Street,snow,None,30,23,14
2023-02-26,LM-ATM-019,Delancey Street,snow,None,39,30,16
2023-02-26,LM-ATM-020,Pier 17,snow,None,35,39,24
2023-02-27,LM-ATM-001,Battery Park,cloudy,None,60,34,24
2023-02-27,LM-ATM-002,Wall Street,cloudy,None,106,27,10
2023-02-27,LM-ATM-003,Broad Street,cloudy,None,101,27,13
2023-02-27,LM-ATM-004,Fulton Center,cloudy,None,98,42,21
2023-02-27,LM-ATM-005,South Street Seaport,cloudy,None,59,35,23
2023-02-27,LM-ATM-006,Tribeca,cloudy,None,56,19,10
2023-02-27,LM-ATM-007,City Hall,cloudy,None,73,33,16
2023-02-27,LM-ATM-008,Chinatown,cloudy,None,60,30,18
2023-02-27,LM-ATM-009,Little Italy,cloudy,None,48,33,18
2023-02-27,LM-ATM-010,SoHo Broadway,cloudy,None,69,53,34
2023-02-27,LM-ATM-011,NoLiTa,cloudy,None,62,39,21
2023-02-27,LM-ATM-012,Canal Street,cloudy,None,86,50,29
2023-02-27,LM-ATM-013,World Trade Center,cloudy,None,87,28,13
2023-02-27,LM-ATM-014,Brookfield Place,cloudy,None,105,29,18
2023-02-27,LM-ATM-015,Bowling Green,cloudy,None,81,29,17
2023-02-27,LM-ATM-016,Staten Ferry Terminal,cloudy,None,57,41,25
2023-02-27,LM-ATM-017,Essex Market,cloudy,None,58,28,16
2023-02-27,LM-ATM-018,Houston Street,cloudy,None,50,26,17
2023-02-27,LM-ATM-019,Delancey Street,cloudy,None,57,31,18
2023-02-27,LM-ATM-020,Pier 17,cloudy,None,61,43,28
2023-02-28,LM-ATM-001,Battery Park,rain,None,40,28,17
2023-02-28,LM-ATM-002,Wall Street,rain,None,94,31,14
2023-02-28,LM-ATM-003,Broad Street,rain,None,98,27,13
2023-02-28,LM-ATM-004,Fulton Center,rain,None,84,31,21
2023-02-28,LM-ATM-005,South Street Seaport,rain,None,62,37,25
2023-02-28,LM-ATM-006,Tribeca,rain,None,68,27,13
2023-02-28,LM-ATM-007,City Hall,rain,None,62,27,13
2023-02-28,LM-ATM-008,Chinatown,rain,None,67,33,20
2023-02-28,LM-ATM-009,Little Italy,rain,None,55,35,22
2023-02-28,LM-ATM-010,SoHo Broadway,rain,None,62,43,29
2023-02-28,LM-ATM-011,NoLiTa,rain,None,52,33,19
2023-02-28,LM-ATM-012,Canal Street,rain,None,57,30,19
2023-02-28,LM-ATM-013,World Trade Center,rain,None,83,28,18
2023-02-28,LM-ATM-014,Brookfield Place,rain,None,87,29,17
2023-02-28,LM-ATM-015,Bowling Green,rain,None,65,26,13
2023-02-28,LM-ATM-016,Staten Ferry Terminal,rain,None,52,37,23
2023-02-28,LM-ATM-017,Essex Market,rain,None,51,24,14
2023-02-28,LM-ATM-018,Houston Street,rain,None,52,29,17
2023-02-28,LM-ATM-019,Delancey Street,rain,None,57,29,16
2023-02-28,LM-ATM-020,Pier 17,rain,None,51,37,23
2023-03-01,LM-ATM-001,Battery Park,clear,None,84,48,29
2023-03-01,LM-ATM-002,Wall Street,clear,None,140,33,13
2023-03-01,LM-ATM-003,Broad Street,clear,None,114,30,16
2023-03-01,LM-ATM-004,Fulton Center,clear,None,110,42,28
2023-03-01,LM-ATM-005,South Street Seaport,clear,None,89,57,34
2023-03-01,LM-ATM-006,Tribeca,clear,None,84,33,18
2023-03-01,LM-ATM-007,City Hall,clear,None,100,40,19
2023-03-01,LM-ATM-008,Chinatown,clear,None,90,42,19
2023-03-01,LM-ATM-009,Little Italy,clear,None,67,44,26
2023-03-01,LM-ATM-010,SoHo Broadway,clear,None,98,70,41
2023-03-01,LM-ATM-011,NoLiTa,clear,None,63,37,23
2023-03-01,LM-ATM-012,Canal Street,clear,None,80,39,26
2023-03-01,LM-ATM-013,World Trade Center,clear,None,131,49,25
2023-03-01,LM-ATM-014,Brookfield Place,clear,None,124,43,21
2023-03-01,LM-ATM-015,Bowling Green,clear,None,101,38,24
2023-03-01,LM-ATM-016,Staten Ferry Terminal,clear,None,72,51,31
2023-03-01,LM-ATM-017,Essex Market,clear,None,71,34,20
2023-03-01,LM-ATM-018,Houston Street,clear,None,61,32,20
2023-03-01,LM-ATM-019,Delancey Street,clear,None,67,37,21
2023-03-01,LM-ATM-020,Pier 17,clear,None,73,62,38
2023-03-02,LM-ATM-001,Battery Park,cloudy,None,73,42,25
2023-03-02,LM-ATM-002,Wall Street,cloudy,None,124,28,13
2023-03-02,LM-ATM-003,Broad Street,cloudy,None,120,28,16
2023-03-02,LM-ATM-004,Fulton Center,cloudy,None,90,37,21
2023-03-02,LM-ATM-005,South Street Seaport,cloudy,None,72,50,34
2023-03-02,LM-ATM-006,Tribeca,cloudy,None,91,30,18
2023-03-02,LM-ATM-007,City Hall,cloudy,None,110,36,24
2023-03-02,LM-ATM-008,Chinatown,cloudy,None,97,43,30
2023-03-02,LM-ATM-009,Little Italy,cloudy,None,69,46,29
2023-03-02,LM-ATM-010,SoHo Broadway,cloudy,None,80,59,39
2023-03-02,LM-ATM-011,NoLiTa,cloudy,None,56,36,22
2023-03-02,LM-ATM-012,Canal Street,cloudy,None,70,45,24
2023-03-02,LM-ATM-013,World Trade Center,cloudy,None,145,46,26
2023-03-02,LM-ATM-014,Brookfield Place,cloudy,None,104,38,19
2023-03-02,LM-ATM-015,Bowling Green,cloudy,None,96,35,22
2023-03-02,LM-ATM-016,Staten Ferry Terminal,cloudy,None,58,40,24
2023-03-02,LM-ATM-017,Essex Market,cloudy,None,68,38,18
2023-03-02,LM-ATM-018,Houston Street,cloudy,None,82,44,25
2023-03-02,LM-ATM-019,Delancey Street,cloudy,None,80,48,25
2023-03-02,LM-ATM-020,Pier 17,cloudy,None,65,50,29
2023-03-03,LM-ATM-001,Battery Park,snow,None,40,27,18
2023-03-03,LM-ATM-002,Wall Street,snow,None,80,20,12
2023-03-03,LM-ATM-003,Broad Street,snow,None,72,27,13
2023-03-03,LM-ATM-004,Fulton Center,snow,None,71,32,22
2023-03-03,LM-ATM-005,South Street Seaport,snow,None,42,28,18
2023-03-03,LM-ATM-006,Tribeca,snow,None,64,29,15
2023-03-03,LM-ATM-007,City Hall,snow,None,62,22,15
2023-03-03,LM-ATM-008,Chinatown,snow,None,54,32,16
2023-03-03,LM-ATM-009,Little Italy,snow,None,53,38,25
2023-03-03,LM-ATM-010,SoHo Broadway,snow,None,49,35,24
2023-03-03,LM-ATM-011,NoLiTa,snow,None,35,21,14
2023-03-03,LM-ATM-012,Canal Street,snow,None,62,34,21
2023-03-03,LM-ATM-013,World Trade Center,snow,None,91,41,22
2023-03-03,LM-ATM-014,Brookfield Place,snow,None,82,30,15
2023-03-03,LM-ATM-015,Bowling Green,snow,None,63,34,17
2023-03-03,LM-ATM-016,Staten Ferry Terminal,snow,None,38,27,18
2023-03-03,LM-ATM-017,Essex Market,snow,None,49,31,15
2023-03-03,LM-ATM-018,Houston Street,snow,None,48,32,18
2023-03-03,LM-ATM-019,Delancey Street,snow,None,43,23,13
2023-03-03,LM-ATM-020,Pier 17,snow,None,34,30,18
2023-03-04,LM-ATM-001,Battery Park,clear,None,69,48,26
2023-03-04,LM-ATM-002,Wall Street,clear,None,89,30,14
2023-03-04,LM-ATM-003,Broad Street,clear,None,99,30,16
2023-03-04,LM-ATM-004,Fulton Center,clear,None,91,41,20
2023-03-04,LM-ATM-005,South Street Seaport,clear,None,73,55,34
2023-03-04,LM-ATM-006,Tribeca,clear,None,62,29,15
2023-03-04,LM-ATM-007,City Hall,clear,None,83,38,21
2023-03-04,LM-ATM-008,Chinatown,clear,None,93,47,28
2023-03-04,LM-ATM-009,Little Italy,clear,None,59,47,27
2023-03-04,LM-ATM-010,SoHo Broadway,clear,None,99,72,47
2023-03-04,LM-ATM-011,NoLiTa,clear,None,72,44,29
2023-03-04,LM-ATM-012,Canal Street,clear,None,82,54,29
2023-03-04,LM-ATM-013,World Trade Center,clear,None,120,54,30
2023-03-04,LM-ATM-014,Brookfield Place,clear,None,112,45,25
2023-03-04,LM-ATM-015,Bowling Green,clear,None,83,43,22
2023-03-04,LM-ATM-016,Staten Ferry Terminal,clear,None,70,54,34
2023-03-04,LM-ATM-017,Essex Market,clear,None,55,36,18
2023-03-04,LM-ATM-018,Houston Street,clear,None,84,59,31
2023-03-04,LM-ATM-019,Delancey Street,clear,None,80,41,27
2023-03-04,LM-ATM-020,Pier 17,clear,None,78,67,41
2023-03-05,LM-ATM-001,Battery Park,cloudy,None,71,57,32
2023-03-05,LM-ATM-002,Wall Street,cloudy,None,87,28,13
2023-03-05,LM-ATM-003,Broad Street,cloudy,None,77,31,12
2023-03-05,LM-ATM-004,Fulton Center,cloudy,None,86,41,22
2023-03-05,LM-ATM-005,South Street Seaport,cloudy,None,70,50,30
2023-03-05,LM-ATM-006,Tribeca,cloudy,None,80,36,14
2023-03-05,LM-ATM-007,City Hall,cloudy,None,69,32,18
2023-03-05,LM-ATM-008,Chinatown,cloudy,None,74,41,19
2023-03-05,LM-ATM-009,Little Italy,cloudy,None,67,48,30
2023-03-05,LM-ATM-010,SoHo Broadway,cloudy,None,61,53,31
2023-03-05,LM-ATM-011,NoLiTa,cloudy,None,48,36,21
2023-03-05,LM-ATM-012,Canal Street,cloudy,None,82,52,29
2023-03-05,LM-ATM-013,World Trade Center,cloudy,None,88,32,20
2023-03-05,LM-ATM-014,Brookfield Place,cloudy,None,106,43,21
2023-03-05,LM-ATM-015,Bowling Green,cloudy,None,60,33,15
2023-03-05,LM-ATM-016,Staten Ferry Terminal,cloudy,None,63,49,33
2023-03-05,LM-ATM-017,Essex Market,cloudy,None,65,37,20
2023-03-05,LM-ATM-018,Houston Street,cloudy,None,73,40,28
2023-03-05,LM-ATM-019,Delancey Street,cloudy,None,69,39,22
2023-03-05,LM-ATM-020,Pier 17,cloudy,None,64,55,37
2023-03-06,LM-ATM-001,Battery Park,clear,None,63,37,21
2023-03-06,LM-ATM-002,Wall Street,clear,None,138,33,17
2023-03-06,LM-ATM-003,Broad Street,clear,None,112,28,12
2023-03-06,LM-ATM-004,Fulton Center,clear,None,109,51,26
2023-03-06,LM-ATM-005,South Street Seaport,clear,None,71,52,32
2023-03-06,LM-ATM-006,Tribeca,clear,None,83,35,19
2023-03-06,LM-ATM-007,City Hall,clear,None,93,36,18
2023-03-06,LM-ATM-008,Chinatown,clear,None,76,37,22
2023-03-06,LM-ATM-009,Little Italy,clear,None,74,48,28
2023-03-06,LM-ATM-010,SoHo Broadway,clear,None,95,69,46
2023-03-06,LM-ATM-011,NoLiTa,clear,None,49,33,20
2023-03-06,LM-ATM-012,Canal Street,clear,None,103,59,29
2023-03-06,LM-ATM-013,World Trade Center,clear,None,129,43,25
2023-03-06,LM-ATM-014,Brookfield Place,clear,None,120,45,23
2023-03-06,LM-ATM-015,Bowling Green,clear,None,98,40,22
2023-03-06,LM-ATM-016,Staten Ferry Terminal,clear,None,91,54,31
2023-03-06,LM-ATM-017,Essex Market,clear,None,88,44,22
2023-03-06,LM-ATM-018,Houston Street,clear,None,74,42,27
2023-03-06,LM-ATM-019,Delancey Street,clear,None,64,38,20
2023-03-06,LM-ATM-020,Pier 17,clear,None,58,53,32
2023-03-07,LM-ATM-001,Battery Park,rain,None,57,36,23
2023-03-07,LM-ATM-002,Wall Street,rain,None,97,24,12
2023-03-07,LM-ATM-003,Broad Street,rain,None,94,23,13
2023-03-07,LM-ATM-004,Fulton Center,rain,None,117,39,24
2023-03-07,LM-ATM-005,South Street Seaport,rain,None,52,35,22
2023-03-07,LM-ATM-006,Tribeca,rain,None,74,28,14
2023-03-07,LM-ATM-007,City Hall,rain,None,72,31,16
2023-03-07,LM-ATM-008,Chinatown,rain,None,79,41,23
2023-03-07,LM-ATM-009,Little Italy,rain,None,44,26,17
2023-03-07,LM-ATM-010,SoHo Broadway,rain,None,74,53,31
2023-03-07,LM-ATM-011,NoLiTa,rain,None,39,26,13
2023-03-07,LM-ATM-012,Canal Street,rain,None,65,37,21
2023-03-07,LM-ATM-013,World Trade Center,rain,None,110,39,24
2023-03-07,LM-ATM-014,Brookfield Place,rain,None,103,41,26
2023-03-07,LM-ATM-015,Bowling Green,rain,None,87,38,22
2023-03-07,LM-ATM-016,Staten Ferry Terminal,rain,None,68,48,31
2023-03-07,LM-ATM-017,Essex Market,rain,None,61,32,19
2023-03-07,LM-ATM-018,Houston Street,rain,None,59,34,19
2023-03-07,LM-ATM-019,Delancey Street,rain,None,64,35,17
2023-03-07,LM-ATM-020,Pier 17,rain,None,52,42,25
2023-03-08,LM-ATM-001,Battery Park,cloudy,None,68,43,24
2023-03-08,LM-ATM-002,Wall Street,cloudy,None,104,25,12
2023-03-08,LM-ATM-003,Broad Street,cloudy,None,101,25,15
2023-03-08,LM-ATM-004,Fulton Center,cloudy,None,109,46,27
2023-03-08,LM-ATM-005,South Street Seaport,cloudy,None,64,47,31
2023-03-08,LM-ATM-006,Tribeca,cloudy,None,70,31,16
2023-03-08,LM-ATM-007,City Hall,cloudy,None,97,31,18
2023-03-08,LM-ATM-008,Chinatown,cloudy,None,75,39,22
2023-03-08,LM-ATM-009,Little Italy,cloudy,None,65,49,29
2023-03-08,LM-ATM-010,SoHo Broadway,cloudy,None,64,47,31
2023-03-08,LM-ATM-011,NoLiTa,cloudy,None,58,39,23
2023-03-08,LM-ATM-012,Canal Street,cloudy,None,72,38,21
2023-03-08,LM-ATM-013,World Trade Center,cloudy,None,107,35,21
2023-03-08,LM-ATM-014,Brookfield Place,cloudy,None,120,34,25
2023-03-08,LM-ATM-015,Bowling Green,cloudy,None,77,29,18
2023-03-08,LM-ATM-016,Staten Ferry Terminal,cloudy,None,88,50,33
2023-03-08,LM-ATM-017,Essex Market,cloudy,None,56,30,17
2023-03-08,LM-ATM-018,Houston Street,cloudy,None,58,30,17
2023-03-08,LM-ATM-019,Delancey Street,cloudy,None,73,43,23
2023-03-08,LM-ATM-020,Pier 17,cloudy,None,68,47,30
2023-03-09,LM-ATM-001,Battery Park,rain,None,53,29,19
2023-03-09,LM-ATM-002,Wall Street,rain,None,93,19,9
2023-03-09,LM-ATM-003,Broad Street,rain,None,103,28,15
2023-03-09,LM-ATM-004,Fulton Center,rain,None,89,36,17
2023-03-09,LM-ATM-005,South Street Seaport,rain,None,58,39,25
2023-03-09,LM-ATM-006,Tribeca,rain,None,65,25,13
2023-03-09,LM-ATM-007,City Hall,rain,None,89,28,17
2023-03-09,LM-ATM-008,Chinatown,rain,None,83,42,23
2023-03-09,LM-ATM-009,Little Italy,rain,None,53,34,20
2023-03-09,LM-ATM-010,SoHo Broadway,rain,None,62,42,26
2023-03-09,LM-ATM-011,NoLiTa,rain,None,55,27,21
2023-03-09,LM-ATM-012,Canal Street,rain,None,72,40,21
2023-03-09,LM-ATM-013,World Trade Center,rain,None,94,28,18
2023-03-09,LM-ATM-014,Brookfield Place,rain,None,77,26,17
2023-03-09,LM-ATM-015,Bowling Green,rain,None,79,34,16
2023-03-09,LM-ATM-016,Staten Ferry Terminal,rain,None,60,41,25
2023-03-09,LM-ATM-017,Essex Market,rain,None,47,22,14
2023-03-09,LM-ATM-018,Houston Street,rain,None,49,32,17
2023-03-09,LM-ATM-019,Delancey Street,rain,None,54,32,18
2023-03-09,LM-ATM-020,Pier 17,rain,None,60,44,24
2023-03-10,LM-ATM-001,Battery Park,cloudy,None,60,36,24
2023-03-10,LM-ATM-002,Wall Street,cloudy,None,126,31,12
2023-03-10,LM-ATM-003,Broad Street,cloudy,None,100,27,14
2023-03-10,LM-ATM-004,Fulton Center,cloudy,None,87,35,22
2023-03-10,LM-ATM-005,South Street Seaport,cloudy,None,63,40,27
2023-03-10,LM-ATM-006,Tribeca,cloudy,None,88,32,18
2023-03-10,LM-ATM-007,City Hall,cloudy,None,89,37,18
2023-03-10,LM-ATM-008,Chinatown,cloudy,None,74,48,23
2023-03-10,LM-ATM-009,Little Italy,cloudy,None,54,29,19
2023-03-10,LM-ATM-010,SoHo Broadway,cloudy,None,73,54,33
2023-03-10,LM-ATM-011,NoLiTa,cloudy,None,47,27,16
2023-03-10,LM-ATM-012,Canal Street,cloudy,None,78,38,24
2023-03-10,LM-ATM-013,World Trade Center,cloudy,None,131,38,26
2023-03-10,LM-ATM-014,Brookfield Place,cloudy,None,103,39,21
2023-03-10,LM-ATM-015,Bowling Green,cloudy,None,88,31,22
2023-03-10,LM-ATM-016,Staten Ferry Terminal,cloudy,None,84,53,30
2023-03-10,LM-ATM-017,Essex Market,cloudy,None,61,37,21
2023-03-10,LM-ATM-018,Houston Street,cloudy,None,78,43,25
2023-03-10,LM-ATM-019,Delancey Street,cloudy,None,66,30,19
2023-03-10,LM-ATM-020,Pier 17,cloudy,None,57,44,29
2023-03-11,LM-ATM-001,Battery Park,clear,None,71,47,27
2023-03-11,LM-ATM-002,Wall Street,clear,None,114,37,17
2023-03-11,LM-ATM-003,Broad Street,clear,None,95,31,13
2023-03-11,LM-ATM-004,Fulton Center,clear,None,102,46,27
2023-03-11,LM-ATM-005,South Street Seaport,clear,None,66,62,35
2023-03-11,LM-ATM-006,Tribeca,clear,None,67,34,16
2023-03-11,LM-ATM-007,City Hall,clear,None,79,32,15
2023-03-11,LM-ATM-008,Chinatown,clear,None,73,41,24
2023-03-11,LM-ATM-009,Little Italy,clear,None,71,50,26
2023-03-11,LM-ATM-010,SoHo Broadway,clear,None,82,67,44
2023-03-11,LM-ATM-011,NoLiTa,clear,None,69,44,27
2023-03-11,LM-ATM-012,Canal Street,clear,None,70,41,25
2023-03-11,LM-ATM-013,World Trade Center,clear,None,90,40,20
2023-03-11,LM-ATM-014,Brookfield Place,clear,None,87,35,19
2023-03-11,LM-ATM-015,Bowling Green,clear,None,74,37,19
2023-03-11,LM-ATM-016,Staten Ferry Terminal,clear,None,74,63,36
2023-03-11,LM-ATM-017,Essex Market,clear,None,76,51,26
2023-03-11,LM-ATM-018,Houston Street,clear,None,82,44,26
2023-03-11,LM-ATM-019,Delancey Street,clear,None,79,45,29
2023-03-11,LM-ATM-020,Pier 17,clear,None,70,64,38
2023-03-12,LM-ATM-001,Battery Park,clear,None,59,42,22
2023-03-12,LM-ATM-002,Wall Street,clear,None,117,31,14
2023-03-12,LM-ATM-003,Broad Street,clear,None,101,34,12
2023-03-12,LM-ATM-004,Fulton Center,clear,None,89,43,28
2023-03-12,LM-ATM-005,South Street Seaport,clear,None,65,49,30
2023-03-12,LM-ATM-006,Tribeca,clear,None,99,36,19
2023-03-12,LM-ATM-007,City Hall,clear,None,73,34,17
2023-03-12,LM-ATM-008,Chinatown,clear,None,75,48,27
2023-03-12,LM-ATM-009,Little Italy,clear,None,67,49,31
2023-03-12,LM-ATM-010,SoHo Broadway,clear,None,77,58,41
2023-03-12,LM-ATM-011,NoLiTa,clear,None,58,40,25
2023-03-12,LM-ATM-012,Canal Street,clear,None,69,45,24
2023-03-12,LM-ATM-013,World Trade Center,clear,None,102,46,23
2023-03-12,LM-ATM-014,Brookfield Place,clear,None,109,46,29
2023-03-12,LM-ATM-015,Bowling Green,clear,None,94,44,22
2023-03-12,LM-ATM-016,Staten Ferry Terminal,clear,None,79,59,36
2023-03-12,LM-ATM-017,Essex Market,clear,None,78,49,26
2023-03-12,LM-ATM-018,Houston Street,clear,None,71,53,29
2023-03-12,LM-ATM-019,Delancey Street,clear,None,73,46,24
2023-03-12,LM-ATM-020,Pier 17,clear,None,76,62,38
2023-03-13,LM-ATM-001,Battery Park,rain,None,62,42,22
2023-03-13,LM-ATM-002,Wall Street,rain,None,118,26,14
2023-03-13,LM-ATM-003,Broad Street,rain,None,99,25,12
2023-03-13,LM-ATM-004,Fulton Center,rain,None,120,48,25
2023-03-13,LM-ATM-005,South Street Seaport,rain,None,54,35,23
2023-03-13,LM-ATM-006,Tribeca,rain,None,76,30,15
2023-03-13,LM-ATM-007,City Hall,rain,None,69,27,14
2023-03-13,LM-ATM-008,Chinatown,rain,None,78,38,22
2023-03-13,LM-ATM-009,Little Italy,rain,None,55,29,22
2023-03-13,LM-ATM-010,SoHo Broadway,rain,None,57,38,24
2023-03-13,LM-ATM-011,NoLiTa,rain,None,49,30,18
2023-03-13,LM-ATM-012,Canal Street,rain,None,73,36,22
2023-03-13,LM-ATM-013,World Trade Center,rain,None,102,37,19
2023-03-13,LM-ATM-014,Brookfield Place,rain,None,87,33,19
2023-03-13,LM-ATM-015,Bowling Green,rain,None,70,29,17
2023-03-13,LM-ATM-016,Staten Ferry Terminal,rain,None,67,41,27
2023-03-13,LM-ATM-017,Essex Market,rain,None,54,30,16
2023-03-13,LM-ATM-018,Houston Street,rain,None,66,36,21
2023-03-13,LM-ATM-019,Delancey Street,rain,None,70,27,20
2023-03-13,LM-ATM-020,Pier 17,rain,None,49,36,21
2023-03-14,LM-ATM-001,Battery Park,cloudy,None,61,40,21
2023-03-14,LM-ATM-002,Wall Street,cloudy,None,99,21,13
2023-03-14,LM-ATM-003,Broad Street,cloudy,None,140,34,15
2023-03-14,LM-ATM-004,Fulton Center,cloudy,None,114,48,26
2023-03-14,LM-ATM-005,South Street Seaport,cloudy,None,90,50,33
2023-03-14,LM-ATM-006,Tribeca,cloudy,None,72,29,18
2023-03-14,LM-ATM-007,City Hall,cloudy,None,73,30,14
2023-03-14,LM-ATM-008,Chinatown,cloudy,None,82,48,24
2023-03-14,LM-ATM-009,Little Italy,cloudy,None,56,36,22
2023-03-14,LM-ATM-010,SoHo Broadway,cloudy,None,88,57,44
2023-03-14,LM-ATM-011,NoLiTa,cloudy,None,53,33,20
2023-03-14,LM-ATM-012,Canal Street,cloudy,None,82,42,26
2023-03-14,LM-ATM-013,World Trade Center,cloudy,None,97,31,20
2023-03-14,LM-ATM-014,Brookfield Place,cloudy,None,115,46,21
2023-03-14,LM-ATM-015,Bowling Green,cloudy,None,91,36,21
2023-03-14,LM-ATM-016,Staten Ferry Terminal,cloudy,None,76,49,31
2023-03-14,LM-ATM-017,Essex Market,cloudy,None,61,29,18
2023-03-14,LM-ATM-018,Houston Street,cloudy,None,56,31,19
2023-03-14,LM-ATM-019,Delancey Street,cloudy,None,71,33,22
2023-03-14,LM-ATM-020,Pier 17,cloudy,None,75,55,36
2023-03-15,LM-ATM-001,Battery Park,clear,None,76,51,26
2023-03-15,LM-ATM-002,Wall Street,clear,None,130,34,13
2023-03-15,LM-ATM-003,Broad Street,clear,None,113,28,18
2023-03-15,LM-ATM-004,Fulton Center,clear,None,86,31,24
2023-03-15,LM-ATM-005,South Street Seaport,clear,None,67,42,27
2023-03-15,LM-ATM-006,Tribeca,clear,None,83,31,14
2023-03-15,LM-ATM-007,City Hall,clear,None,85,35,18
2023-03-15,LM-ATM-008,Chinatown,clear,None,95,50,29
2023-03-15,LM-ATM-009,Little Italy,clear,None,49,28,18
2023-03-15,LM-ATM-010,SoHo Broadway,clear,None,79,49,36
2023-03-15,LM-ATM-011,NoLiTa,clear,None,64,34,22
2023-03-15,LM-ATM-012,Canal Street,clear,None,87,42,27
2023-03-15,LM-ATM-013,World Trade Center,clear,None,108,39,26
2023-03-15,LM-ATM-014,Brookfield Place,clear,None,88,33,18
2023-03-15,LM-ATM-015,Bowling Green,clear,None,88,44,22
2023-03-15,LM-ATM-016,Staten Ferry Terminal,clear,None,62,50,24
2023-03-15,LM-ATM-017,Essex Market,clear,None,82,34,19
2023-03-15,LM-ATM-018,Houston Street,clear,None,80,41,25
2023-03-15,LM-ATM-019,Delancey Street,clear,None,57,26,15
2023-03-15,LM-ATM-020,Pier 17,clear,None,65,43,27
2023-03-16,LM-ATM-001,Battery Park,clear,None,57,33,21
2023-03-16,LM-ATM-002,Wall Street,clear,None,146,35,17
2023-03-16,LM-ATM-003,Broad Street,clear,None,112,29,11
2023-03-16,LM-ATM-004,Fulton Center,clear,None,110,41,27
2023-03-16,LM-ATM-005,South Street Seaport,clear,None,87,51,36
2023-03-16,LM-ATM-006,Tribeca,clear,None,70,26,12
2023-03-16,LM-ATM-007,City Hall,clear,None,92,39,19
2023-03-16,LM-ATM-008,Chinatown,clear,None,94,47,28
2023-03-16,LM-ATM-009,Little Italy,clear,None,65,37,22
2023-03-16,LM-ATM-010,SoHo Broadway,clear,None,64,48,35
2023-03-16,LM-ATM-011,NoLiTa,clear,None,58,41,22
2023-03-16,LM-ATM-012,Canal Street,clear,None,97,47,30
2023-03-16,LM-ATM-013,World Trade Center,clear,None,164,48,30
2023-03-16,LM-ATM-014,Brookfield Place,clear,None,120,39,24
2023-03-16,LM-ATM-015,Bowling Green,clear,None,97,45,22
2023-03-16,LM-ATM-016,Staten Ferry Terminal,clear,None,86,50,36
2023-03-16,LM-ATM-017,Essex Market,clear,None,68,37,20
2023-03-16,LM-ATM-018,Houston Street,clear,None,67,40,21
2023-03-16,LM-ATM-019,Delancey Street,clear,None,72,38,24
2023-03-16,LM-ATM-020,Pier 17,clear,None,62,52,33
2023-03-17,LM-ATM-001,Battery Park,clear,None,77,41,26
2023-03-17,LM-ATM-002,Wall Street,clear,None,137,29,17
2023-03-17,LM-ATM-003,Broad Street,clear,None,130,31,17
2023-03-17,LM-ATM-004,Fulton Center,clear,None,114,47,28
2023-03-17,LM-ATM-005,South Street Seaport,clear,None,77,49,34
2023-03-17,LM-ATM-006,Tribeca,clear,None,82,30,16
2023-03-17,LM-ATM-007,City Hall,clear,None,86,32,15
2023-03-17,LM-ATM-008,Chinatown,clear,None,100,54,28
