date,atm_id,area,weather,major_event,twenty_dollar_bills_withdrawn,fifty_dollar_bills_withdrawn,hundred_dollar_bills_withdrawn
2023-02-10,LM-ATM-007,City Hall,cloudy,None,98,35,19
2023-02-10,LM-ATM-008,Chinatown,cloudy,None,66,31,19
2023-02-10,LM-ATM-009,Little Italy,cloudy,None,63,37,24
2023-02-10,LM-ATM-010,SoHo Broadway,cloudy,None,78,45,34
2023-02-10,LM-ATM-011,NoLiTa,cloudy,None,48,28,18
2023-02-10,LM-ATM-012,Canal Street,cloudy,None,69,38,21
2023-02-10,LM-ATM-013,World Trade Center,cloudy,None,119,37,25
2023-02-10,LM-ATM-014,Brookfield Place,cloudy,None,93,30,18
2023-02-10,LM-ATM-015,Bowling Green,cloudy,None,90,41,18
2023-02-10,LM-ATM-016,Staten Ferry Terminal,cloudy,None,70,46,27
2023-02-10,LM-ATM-017,Essex Market,cloudy,None,57,31,17
2023-02-10,LM-ATM-018,Houston Street,cloudy,None,63,38,21
2023-02-10,LM-ATM-019,Delancey Street,cloudy,None,59,32,17
2023-02-10,LM-ATM-020,Pier 17,cloudy,None,53,44,26
2023-02-11,LM-ATM-001,Battery Park,clear,None,61,39,23
2023-02-11,LM-ATM-002,Wall Street,clear,None,91,27,13
2023-02-11,LM-ATM-003,Broad Street,clear,None,84,27,13
2023-02-11,LM-ATM-004,Fulton Center,clear,None,93,50,30
2023-02-11,LM-ATM-005,South Street Seaport,clear,None,64,49,30
2023-02-11,LM-ATM-006,Tribeca,clear,None,78,35,17
2023-02-11,LM-ATM-007,City Hall,clear,None,93,41,19
2023-02-11,LM-ATM-008,Chinatown,clear,None,67,44,25
2023-02-11,LM-ATM-009,Little Italy,clear,None,70,52,32
2023-02-11,LM-ATM-010,SoHo Broadway,clear,None,68,53,33
2023-02-11,LM-ATM-011,NoLiTa,clear,None,63,43,25
2023-02-11,LM-ATM-012,Canal Street,clear,None,84,49,31
2023-02-11,LM-ATM-013,World Trade Center,clear,None,91,38,24
2023-02-11,LM-ATM-014,Brookfield Place,clear,None,104,42,21
2023-02-11,LM-ATM-015,Bowling Green,clear,None,73,39,21
2023-02-11,LM-ATM-016,Staten Ferry Terminal,clear,None,74,64,34
2023-02-11,LM-ATM-017,Essex Market,clear,None,74,50,27
2023-02-11,LM-ATM-018,Houston Street,clear,None,65,43,25
2023-02-11,LM-ATM-019,Delancey Street,clear,None,78,52,26
2023-02-11,LM-ATM-020,Pier 17,clear,None,63,54,32
2023-02-12,LM-ATM-001,Battery Park,rain,None,50,42,21
2023-02-12,LM-ATM-002,Wall Street,rain,None,62,21,7
2023-02-12,LM-ATM-003,Broad Street,rain,None,70,22,11
2023-02-12,LM-ATM-004,Fulton Center,rain,None,79,36,18
2023-02-12,LM-ATM-005,South Street Seaport,rain,None,41,34,22
2023-02-12,LM-ATM-006,Tribeca,rain,None,40,22,10
2023-02-12,LM-ATM-007,City Hall,rain,None,68,26,16
2023-02-12,LM-ATM-008,Chinatown,rain,None,50,30,17
2023-02-12,LM-ATM-009,Little Italy,rain,None,43,33,21
2023-02-12,LM-ATM-010,SoHo Broadway,rain,None,62,47,31
2023-02-12,LM-ATM-011,NoLiTa,rain,None,52,37,23
2023-02-12,LM-ATM-012,Canal Street,rain,None,70,38,22
2023-02-12,LM-ATM-013,World Trade Center,rain,None,72,30,20
2023-02-12,LM-ATM-014,Brookfield Place,rain,None,75,36,15
2023-02-12,LM-ATM-015,Bowling Green,rain,None,70,31,17
2023-02-12,LM-ATM-016,Staten Ferry Terminal,rain,None,39,29,19
2023-02-12,LM-ATM-017,Essex Market,rain,None,48,33,15
2023-02-12,LM-ATM-018,Houston Street,rain,None,46,26,16
2023-02-12,LM-ATM-019,Delancey Street,rain,None,45,30,17
2023-02-12,LM-ATM-020,Pier 17,rain,None,60,52,31
2023-02-13,LM-ATM-001,Battery Park,cloudy,None,66,34,24
2023-02-13,LM-ATM-002,Wall Street,cloudy,None,111,24,15
2023-02-13,LM-ATM-003,Broad Street,cloudy,None,116,31,17
2023-02-13,LM-ATM-004,Fulton Center,cloudy,None,90,42,25
2023-02-13,LM-ATM-005,South Street Seaport,cloudy,None,49,33,21
2023-02-13,LM-ATM-006,Tribeca,cloudy,None,67,27,13
2023-02-13,LM-ATM-007,City Hall,cloudy,None,88,30,14
2023-02-13,LM-ATM-008,Chinatown,cloudy,None,75,33,19
2023-02-13,LM-ATM-009,Little Italy,cloudy,None,53,33,22
2023-02-13,LM-ATM-010,SoHo Broadway,cloudy,None,62,40,31
2023-02-13,LM-ATM-011,NoLiTa,cloudy,None,62,35,20
2023-02-13,LM-ATM-012,Canal Street,cloudy,None,69,35,20
2023-02-13,LM-ATM-013,World Trade Center,cloudy,None,95,37,21
2023-02-13,LM-ATM-014,Brookfield Place,cloudy,None,87,30,17
2023-02-13,LM-ATM-015,Bowling Green,cloudy,None,73,32,16
2023-02-13,LM-ATM-016,Staten Ferry Terminal,cloudy,None,60,35,22
2023-02-13,LM-ATM-017,Essex Market,cloudy,None,47,25,12
2023-02-13,LM-ATM-018,Houston Street,cloudy,None,61,39,21
2023-02-13,LM-ATM-019,Delancey Street,cloudy,None,62,31,19
2023-02-13,LM-ATM-020,Pier 17,cloudy,None,58,40,24
2023-02-14,LM-ATM-001,Battery Park,clear,None,61,38,23
2023-02-14,LM-ATM-002,Wall Street,clear,None,127,24,17
2023-02-14,LM-ATM-003,Broad Street,clear,None,116,32,13
2023-02-14,LM-ATM-004,Fulton Center,clear,None,105,48,28
2023-02-14,LM-ATM-005,South Street Seaport,clear,None,78,46,31
2023-02-14,LM-ATM-006,Tribeca,clear,None,79,27,14
2023-02-14,LM-ATM-007,City Hall,clear,None,73,27,15
2023-02-14,LM-ATM-008,Chinatown,clear,None,77,38,21
2023-02-14,LM-ATM-009,Little Italy,clear,None,65,37,23
2023-02-14,LM-ATM-010,SoHo Broadway,clear,None,70,45,35
2023-02-14,LM-ATM-011,NoLiTa,clear,None,39,23,14
2023-02-14,LM-ATM-012,Canal Street,clear,None,60,33,23
2023-02-14,LM-ATM-013,World Trade Center,clear,None,124,40,24
2023-02-14,LM-ATM-014,Brookfield Place,clear,None,107,32,16
2023-02-14,LM-ATM-015,Bowling Green,clear,None,79,30,18
2023-02-14,LM-ATM-016,Staten Ferry Terminal,clear,None,73,47,29
2023-02-14,LM-ATM-017,Essex Market,clear,None,64,32,19
2023-02-14,LM-ATM-018,Houston Street,clear,None,74,40,24
2023-02-14,LM-ATM-019,Delancey Street,clear,None,71,35,21
2023-02-14,LM-ATM-020,Pier 17,clear,None,58,41,30
2023-02-15,LM-ATM-001,Battery Park,rain,None,47,30,17
2023-02-15,LM-ATM-002,Wall Street,rain,None,104,26,11
2023-02-15,LM-ATM-003,Broad Street,rain,None,95,22,11
2023-02-15,LM-ATM-004,Fulton Center,rain,None,76,33,18
2023-02-15,LM-ATM-005,South Street Seaport,rain,None,62,39,26
2023-02-15,LM-ATM-006,Tribeca,rain,None,61,23,14
2023-02-15,LM-ATM-007,City Hall,rain,None,57,20,11
2023-02-15,LM-ATM-008,Chinatown,rain,None,67,29,16
2023-02-15,LM-ATM-009,Little Italy,rain,None,38,22,16
2023-02-15,LM-ATM-010,SoHo Broadway,rain,None,53,38,24
2023-02-15,LM-ATM-011,NoLiTa,rain,None,41,28,15
2023-02-15,LM-ATM-012,Canal Street,rain,None,69,37,21
2023-02-15,LM-ATM-013,World Trade Center,rain,None,73,26,14
2023-02-15,LM-ATM-014,Brookfield Place,rain,None,78,26,17
2023-02-15,LM-ATM-015,Bowling Green,rain,None,65,27,15
2023-02-15,LM-ATM-016,Staten Ferry Terminal,rain,None,60,42,25
2023-02-15,LM-ATM-017,Essex Market,rain,None,44,22,12
2023-02-15,LM-ATM-018,Houston Street,rain,None,46,27,17
2023-02-15,LM-ATM-019,Delancey Street,rain,None,58,28,19
2023-02-15,LM-ATM-020,Pier 17,rain,None,38,29,18
2023-02-16,LM-ATM-001,Battery Park,clear,None,53,30,19
2023-02-16,LM-ATM-002,Wall Street,clear,None,118,31,13
2023-02-16,LM-ATM-003,Broad Street,clear,None,114,28,15
2023-02-16,LM-ATM-004,Fulton Center,clear,None,85,39,22
2023-02-16,LM-ATM-005,South Street Seaport,clear,None,82,49,32
2023-02-16,LM-ATM-006,Tribeca,clear,None,69,26,14
2023-02-16,LM-ATM-007,City Hall,clear,None,94,38,20
2023-02-16,LM-ATM-008,Chinatown,clear,None,63,31,17
2023-02-16,LM-ATM-009,Little Italy,clear,None,65,40,25
2023-02-16,LM-ATM-010,SoHo Broadway,clear,None,78,51,35
2023-02-16,LM-ATM-011,NoLiTa,clear,None,66,35,21
2023-02-16,LM-ATM-012,Canal Street,clear,None,91,43,27
2023-02-16,LM-ATM-013,World Trade Center,clear,None,105,36,22
2023-02-16,LM-ATM-014,Brookfield Place,clear,None,97,36,20
2023-02-16,LM-ATM-015,Bowling Green,clear,None,99,36,21
2023-02-16,LM-ATM-016,Staten Ferry Terminal,clear,None,70,48,29
2023-02-16,LM-ATM-017,Essex Market,clear,None,73,37,17
2023-02-16,LM-ATM-018,Houston Street,clear,None,58,33,22
2023-02-16,LM-ATM-019,Delancey Street,clear,None,65,35,17
2023-02-16,LM-ATM-020,Pier 17,clear,None,64,51,33
2023-02-17,LM-ATM-001,Battery Park,clear,None,64,34,24
2023-02-17,LM-ATM-002,Wall Street,clear,None,114,31,16
2023-02-17,LM-ATM-003,Broad Street,clear,None,94,19,11
2023-02-17,LM-ATM-004,Fulton Center,clear,None,98,39,21
2023-02-17,LM-ATM-005,South Street Seaport,clear,None,61,45,28
2023-02-17,LM-ATM-006,Tribeca,clear,None,65,27,12
2023-02-17,LM-ATM-007,City Hall,clear,None,88,33,20
2023-02-17,LM-ATM-008,Chinatown,clear,None,83,39,23
2023-02-17,LM-ATM-009,Little Italy,clear,None,61,39,21
2023-02-17,LM-ATM-010,SoHo Broadway,clear,None,70,47,35
2023-02-17,LM-ATM-011,NoLiTa,clear,None,57,34,20
2023-02-17,LM-ATM-012,Canal Street,clear,None,75,35,23
2023-02-17,LM-ATM-013,World Trade Center,clear,None,117,35,23
2023-02-17,LM-ATM-014,Brookfield Place,clear,None,90,32,17
2023-02-17,LM-ATM-015,Bowling Green,clear,None,82,34,20
2023-02-17,LM-ATM-016,Staten Ferry Terminal,clear,None,77,48,33
2023-02-17,LM-ATM-017,Essex Market,clear,None,66,39,21
2023-02-17,LM-ATM-018,Houston Street,clear,None,63,35,21
2023-02-17,LM-ATM-019,Delancey Street,clear,None,53,34,19
2023-02-17,LM-ATM-020,Pier 17,clear,None,70,50,33
2023-02-18,LM-ATM-001,Battery Park,cloudy,None,52,36,21
2023-02-18,LM-ATM-002,Wall Street,cloudy,None,85,20,11
2023-02-18,LM-ATM-003,Broad Street,cloudy,None,62,18,8
2023-02-18,LM-ATM-004,Fulton Center,cloudy,None,79,38,19
2023-02-18,LM-ATM-005,South Street Seaport,cloudy,None,57,44,25
2023-02-18,LM-ATM-006,Tribeca,cloudy,None,49,27,13
2023-02-18,LM-ATM-007,City Hall,cloudy,None,71,29,18
2023-02-18,LM-ATM-008,Chinatown,cloudy,None,70,40,21
2023-02-18,LM-ATM-009,Little Italy,cloudy,None,64,42,25
2023-02-18,LM-ATM-010,SoHo Broadway,cloudy,None,61,52,31
2023-02-18,LM-ATM-011,NoLiTa,cloudy,None,51,37,22
2023-02-18,LM-ATM-012,Canal Street,cloudy,None,66,39,24
2023-02-18,LM-ATM-013,World Trade Center,cloudy,None,97,42,23
2023-02-18,LM-ATM-014,Brookfield Place,cloudy,None,71,27,15
2023-02-18,LM-ATM-015,Bowling Green,cloudy,None,60,29,16
2023-02-18,LM-ATM-016,Staten Ferry Terminal,cloudy,None,60,48,31
2023-02-18,LM-ATM-017,Essex Market,cloudy,None,68,43,21
2023-02-18,LM-ATM-018,Houston Street,cloudy,None,70,50,26
2023-02-18,LM-ATM-019,Delancey Street,cloudy,None,57,41,21
2023-02-18,LM-ATM-020,Pier 17,cloudy,None,47,42,26
2023-02-19,LM-ATM-001,Battery Park,cloudy,None,57,45,22
2023-02-19,LM-ATM-002,Wall Street,cloudy,None,82,22,13
2023-02-19,LM-ATM-003,Broad Street,cloudy,None,84,24,13
2023-02-19,LM-ATM-004,Fulton Center,cloudy,None,96,45,28
2023-02-19,LM-ATM-005,South Street Seaport,cloudy,None,69,55,35
2023-02-19,LM-ATM-006,Tribeca,cloudy,None,73,33,18
2023-02-19,LM-ATM-007,City Hall,cloudy,None,67,32,13
2023-02-19,LM-ATM-008,Chinatown,cloudy,None,65,43,20
2023-02-19,LM-ATM-009,Little Italy,cloudy,None,54,39,23
2023-02-19,LM-ATM-010,SoHo Broadway,cloudy,None,67,52,36
2023-02-19,LM-ATM-011,NoLiTa,cloudy,None,60,38,27
2023-02-19,LM-ATM-012,Canal Street,cloudy,None,69,47,26
2023-02-19,LM-ATM-013,World Trade Center,cloudy,None,94,41,21
2023-02-19,LM-ATM-014,Brookfield Place,cloudy,None,76,34,19
2023-02-19,LM-ATM-015,Bowling Green,cloudy,None,62,34,18
2023-02-19,LM-ATM-016,Staten Ferry Terminal,cloudy,None,68,55,29
2023-02-19,LM-ATM-017,Essex Market,cloudy,None,51,32,17
2023-02-19,LM-ATM-018,Houston Street,cloudy,None,66,40,22
2023-02-19,LM-ATM-019,Delancey Street,cloudy,None,63,37,24
2023-02-19,LM-ATM-020,Pier 17,cloudy,None,53,47,31
2023-02-20,LM-ATM-001,Battery Park,rain,None,53,28,18
2023-02-20,LM-ATM-002,Wall Street,rain,None,70,16,6
2023-02-20,LM-ATM-003,Broad Street,rain,None,97,22,12
2023-02-20,LM-ATM-004,Fulton Center,rain,None,70,28,15
2023-02-20,LM-ATM-005,South Street Seaport,rain,None,72,52,28
2023-02-20,LM-ATM-006,Tribeca,rain,None,67,20,13
2023-02-20,LM-ATM-007,City Hall,rain,None,48,22,10
2023-02-20,LM-ATM-008,Chinatown,rain,None,65,30,18
2023-02-20,LM-ATM-009,Little Italy,rain,None,50,29,17
2023-02-20,LM-ATM-010,SoHo Broadway,rain,None,56,36,24
2023-02-20,LM-ATM-011,NoLiTa,rain,None,43,27,15
2023-02-20,LM-ATM-012,Canal Street,rain,None,67,37,20
2023-02-20,LM-ATM-013,World Trade Center,rain,None,109,37,26
2023-02-20,LM-ATM-014,Brookfield Place,rain,None,81,26,16
2023-02-20,LM-ATM-015,Bowling Green,rain,None,56,25,14
2023-02-20,LM-ATM-016,Staten Ferry Terminal,rain,None,56,39,24
2023-02-20,LM-ATM-017,Essex Market,rain,None,61,37,17
2023-02-20,LM-ATM-018,Houston Street,rain,None,60,33,19
2023-02-20,LM-ATM-019,Delancey Street,rain,None,54,30,17
2023-02-20,LM-ATM-020,Pier 17,rain,None,56,38,26
2023-02-21,LM-ATM-001,Battery Park,clear,None,63,41,22
2023-02-21,LM-ATM-002,Wall Street,clear,None,103,22,13
2023-02-21,LM-ATM-003,Broad Street,clear,None,123,29,14
2023-02-21,LM-ATM-004,Fulton Center,clear,None,105,41,23
2023-02-21,LM-ATM-005,South Street Seaport,clear,None,66,47,29
2023-02-21,LM-ATM-006,Tribeca,clear,None,69,24,16
2023-02-21,LM-ATM-007,City Hall,clear,None,68,24,12
2023-02-21,LM-ATM-008,Chinatown,clear,None,66,38,21
2023-02-21,LM-ATM-009,Little Italy,clear,None,57,35,22
2023-02-21,LM-ATM-010,SoHo Broadway,clear,None,66,48,31
2023-02-21,LM-ATM-011,NoLiTa,clear,None,50,31,18
2023-02-21,LM-ATM-012,Canal Street,clear,None,101,49,29
2023-02-21,LM-ATM-013,World Trade Center,clear,None,132,47,25
2023-02-21,LM-ATM-014,Brookfield Place,clear,None,80,30,16
2023-02-21,LM-ATM-015,Bowling Green,clear,None,80,28,16
2023-02-21,LM-ATM-016,Staten Ferry Terminal,clear,None,63,43,25
2023-02-21,LM-ATM-017,Essex Market,clear,None,73,30,20
2023-02-21,LM-ATM-018,Houston Street,clear,None,72,41,27
2023-02-21,LM-ATM-019,Delancey Street,clear,None,75,40,21
2023-02-21,LM-ATM-020,Pier 17,clear,None,69,51,31
2023-02-22,LM-ATM-001,Battery Park,cloudy,None,53,33,21
2023-02-22,LM-ATM-002,Wall Street,cloudy,None,106,22,13
2023-02-22,LM-ATM-003,Broad Street,cloudy,None,96,26,13
2023-02-22,LM-ATM-004,Fulton Center,cloudy,None,101,44,24
2023-02-22,LM-ATM-005,South Street Seaport,cloudy,None,65,46,29
2023-02-22,LM-ATM-006,Tribeca,cloudy,None,71,27,13
2023-02-22,LM-ATM-007,City Hall,cloudy,None,96,37,20
2023-02-22,LM-ATM-008,Chinatown,cloudy,None,72,35,20
2023-02-22,LM-ATM-009,Little Italy,cloudy,None,60,37,21
2023-02-22,LM-ATM-010,SoHo Broadway,cloudy,None,81,48,32
2023-02-22,LM-ATM-011,NoLiTa,cloudy,None,56,35,20
2023-02-22,LM-ATM-012,Canal Street,cloudy,None,72,39,23
2023-02-22,LM-ATM-013,World Trade Center,cloudy,None,120,38,25
2023-02-22,LM-ATM-014,Brookfield Place,cloudy,None,103,39,18
2023-02-22,LM-ATM-015,Bowling Green,cloudy,None,91,43,22
2023-02-22,LM-ATM-016,Staten Ferry Terminal,cloudy,None,64,36,25
2023-02-22,LM-ATM-017,Essex Market,cloudy,None,57,27,17
2023-02-22,LM-ATM-018,Houston Street,cloudy,None,62,34,20
2023-02-22,LM-ATM-019,Delancey Street,cloudy,None,68,34,21
2023-02-22,LM-ATM-020,Pier 17,cloudy,None,44,32,20
2023-02-23,LM-ATM-001,Battery Park,clear,None,70,36,26
2023-02-23,LM-ATM-002,Wall Street,clear,None,104,29,12
2023-02-23,LM-ATM-003,Broad Street,clear,None,108,27,11
2023-02-23,LM-ATM-004,Fulton Center,clear,None,87,42,20
2023-02-23,LM-ATM-005,South Street Seaport,clear,None,54,30,22
2023-02-23,LM-ATM-006,Tribeca,clear,None,69,23,13
2023-02-23,LM-ATM-007,City Hall,clear,None,99,38,16
2023-02-23,LM-ATM-008,Chinatown,clear,None,80,44,24
2023-02-23,LM-ATM-009,Little Italy,clear,None,53,34,22
2023-02-23,LM-ATM-010,SoHo Broadway,clear,None,66,43,27
2023-02-23,LM-ATM-011,NoLiTa,clear,None,56,35,20
2023-02-23,LM-ATM-012,Canal Street,clear,None,73,35,25
2023-02-23,LM-ATM-013,World Trade Center,clear,None,120,33,27
2023-02-23,LM-ATM-014,Brookfield Place,clear,None,108,42,21
2023-02-23,LM-ATM-015,Bowling Green,clear,None,78,31,19
2023-02-23,LM-ATM-016,Staten Ferry Terminal,clear,None,67,44,27
2023-02-23,LM-ATM-017,Essex Market,clear,None,69,35,19
2023-02-23,LM-ATM-018,Houston Street,clear,None,64,39,24
2023-02-23,LM-ATM-019,Delancey Street,clear,None,53,32,15
2023-02-23,LM-ATM-020,Pier 17,clear,None,63,35,26
2023-02-24,LM-ATM-001,Battery Park,cloudy,None,54,33,22
2023-02-24,LM-ATM-002,Wall Street,cloudy,None,106,33,14
2023-02-24,LM-ATM-003,Broad Street,cloudy,None,82,23,10
2023-02-24,LM-ATM-004,Fulton Center,cloudy,None,84,29,21
2023-02-24,LM-ATM-005,South Street Seaport,cloudy,None,59,38,25
2023-02-24,LM-ATM-006,Tribeca,cloudy,None,55,21,11
2023-02-24,LM-ATM-007,City Hall,cloudy,None,79,30,16
2023-02-24,LM-ATM-008,Chinatown,cloudy,None,65,30,20
2023-02-24,LM-ATM-009,Little Italy,cloudy,None,49,33,17
2023-02-24,LM-ATM-010,SoHo Broadway,cloudy,None,67,48,32
2023-02-24,LM-ATM-011,NoLiTa,cloudy,None,57,36,22
2023-02-24,LM-ATM-012,Canal Street,cloudy,None,66,30,19
2023-02-24,LM-ATM-013,World Trade Center,cloudy,None,106,31,21
2023-02-24,LM-ATM-014,Brookfield Place,cloudy,None,85,26,15
2023-02-24,LM-ATM-015,Bowling Green,cloudy,None,73,30,18
2023-02-24,LM-ATM-016,Staten Ferry Terminal,cloudy,None,50,33,19
2023-02-24,LM-ATM-017,Essex Market,cloudy,None,81,35,20
2023-02-24,LM-ATM-018,Houston Street,cloudy,None,47,28,17
2023-02-24,LM-ATM-019,Delancey Street,cloudy,None,47,21,12
2023-02-24,LM-ATM-020,Pier 17,cloudy,None,49,33,21
2023-02-25,LM-ATM-001,Battery Park,clear,None,62,53,27
2023-02-25,LM-ATM-002,Wall Street,clear,None,84,27,11
2023-02-25,LM-ATM-003,Broad Street,clear,None,84,31,12
2023-02-25,LM-ATM-004,Fulton Center,clear,None,94,51,23
2023-02-25,LM-ATM-005,South Street Seaport,clear,None,71,62,42
2023-02-25,LM-ATM-006,Tribeca,clear,None,64,28,14
2023-02-25,LM-ATM-007,City Hall,clear,None,64,28,13
2023-02-25,LM-ATM-008,Chinatown,clear,None,70,41,23
2023-02-25,LM-ATM-009,Little Italy,clear,None,58,40,25
2023-02-25,LM-ATM-010,SoHo Broadway,clear,None,66,61,36
2023-02-25,LM-ATM-011,NoLiTa,clear,None,58,41,25
2023-02-25,LM-ATM-012,Canal Street,clear,None,72,40,24
2023-02-25,LM-ATM-013,World Trade Center,clear,None,109,45,26
2023-02-25,LM-ATM-014,Brookfield Place,clear,None,92,45,24
2023-02-25,LM-ATM-015,Bowling Green,clear,None,77,37,21
2023-02-25,LM-ATM-016,Staten Ferry Terminal,clear,None,61,44,26
2023-02-25,LM-ATM-017,Essex Market,clear,None,69,43,21
2023-02-25,LM-ATM-018,Houston Street,clear,None,58,43,22
2023-02-25,LM-ATM-019,Delancey Street,clear,None,73,37,18
2023-02-25,LM-ATM-020,Pier 17,clear,None,64,53,35
2023-02-26,LM-ATM-001,Battery Park,snow,None,38,30,15
2023-02-26,LM-ATM-002,Wall Street,snow,None,62,24,9
2023-02-26,LM-ATM-003,Broad Street,snow,None,48,17,7
2023-02-26,LM-ATM-004,Fulton Center,snow,None,66,38,23
2023-02-26,LM-ATM-005,South Street Seaport,snow,None,30,30,17
2023-02-26,LM-ATM-006,Tribeca,snow,None,50,24,11
2023-02-26,LM-ATM-007,City Hall,snow,None,50,24,14
2023-02-26,LM-ATM-008,Chinatown,snow,None,39,31,17
2023-02-26,LM-ATM-009,Little Italy,snow,None,33,30,17
2023-02-26,LM-ATM-010,SoHo Broadway,snow,None,30,30,19
2023-02-26,LM-ATM-011,NoLiTa,snow,None,35,30,17
2023-02-26,LM-ATM-012,Canal Street,snow,None,47,35,20
2023-02-26,LM-ATM-013,World Trade Center,snow,None,58,38,16
2023-02-26,LM-ATM-014,Brookfield Place,snow,None,63,29,14
2023-02-26,LM-ATM-015,Bowling Green,snow,None,60,31,18
2023-02-26,LM-ATM-016,Staten Ferry Terminal,snow,None,42,35,20
2023-02-26,LM-ATM-017,Essex Market,snow,None,46,31,17
2023-02-26,LM-ATM-018,Houston Street,snow,None,30,23,14
2023-02-26,LM-ATM-019,Delancey Street,snow,None,39,30,16
2023-02-26,LM-ATM-020,Pier 17,snow,None,35,39,24
2023-02-27,LM-ATM-001,Battery Park,cloudy,None,60,34,24
2023-02-27,LM-ATM-002,Wall Street,cloudy,None,106,27,10
2023-02-27,LM-ATM-003,Broad Street,cloudy,None,101,27,13
2023-02-27,LM-ATM-004,Fulton Center,cloudy,None,98,42,21
2023-02-27,LM-ATM-005,South Street Seaport,cloudy,None,59,35,23
2023-02-27,LM-ATM-006,Tribeca,cloudy,None,56,19,10
2023-02-27,LM-ATM-007,City Hall,cloudy,None,73,33,16
2023-02-27,LM-ATM-008,Chinatown,cloudy,None,60,30,18
2023-02-27,LM-ATM-009,Little Italy,cloudy,None,48,33,18
2023-02-27,LM-ATM-010,SoHo Broadway,cloudy,None,69,53,34
2023-02-27,LM-ATM-011,NoLiTa,cloudy,None,62,39,21
2023-02-27,LM-ATM-012,Canal Street,cloudy,None,86,50,29
2023-02-27,LM-ATM-013,World Trade Center,cloudy,None,87,28,13
2023-02-27,LM-ATM-014,Brookfield Place,cloudy,None,105,29,18
2023-02-27,LM-ATM-015,Bowling Green,cloudy,None,81,29,17
2023-02-27,LM-ATM-016,Staten Ferry Terminal,cloudy,None,57,41,25
2023-02-27,LM-ATM-017,Essex Market,cloudy,None,58,28,16
2023-02-27,LM-ATM-018,Houston Street,cloudy,None,50,26,17
2023-02-27,LM-ATM-019,Delancey Street,cloudy,None,57,31,18
2023-02-27,LM-ATM-020,Pier 17,cloudy,None,61,43,28
2023-02-28,LM-ATM-001,Battery Park,rain,None,40,28,17
2023-02-28,LM-ATM-002,Wall Street,rain,None,94,31,14
2023-02-28,LM-ATM-003,Broad Street,rain,None,98,27,13
2023-02-28,LM-ATM-004,Fulton Center,rain,None,84,31,21
2023-02-28,LM-ATM-005,South Street Seaport,rain,None,62,37,25
2023-02-28,LM-ATM-006,Tribeca,rain,None,68,27,13
2023-02-28,LM-ATM-007,City Hall,rain,None,62,27,13
2023-02-28,LM-ATM-008,Chinatown,rain,None,67,33,20
2023-02-28,LM-ATM-009,Little Italy,rain,None,55,35,22
2023-02-28,LM-ATM-010,SoHo Broadway,rain,None,62,43,29
2023-02-28,LM-ATM-011,NoLiTa,rain,None,52,33,19
2023-02-28,LM-ATM-012,Canal Street,rain,None,57,30,19
2023-02-28,LM-ATM-013,World Trade Center,rain,None,83,28,18
2023-02-28,LM-ATM-014,Brookfield Place,rain,None,87,29,17
2023-02-28,LM-ATM-015,Bowling Green,rain,None,65,26,13
2023-02-28,LM-ATM-016,Staten Ferry Terminal,rain,None,52,37,23
2023-02-28,LM-ATM-017,Essex Market,rain,None,51,24,14
2023-02-28,LM-ATM-018,Houston Street,rain,None,52,29,17
2023-02-28,LM-ATM-019,Delancey Street,rain,None,57,29,16
2023-02-28,LM-ATM-020,Pier 17,rain,None,51,37,23
2023-03-01,LM-ATM-001,Battery Park,clear,None,84,48,29
2023-03-01,LM-ATM-002,Wall Street,clear,None,140,33,13
2023-03-01,LM-ATM-003,Broad Street,clear,None,114,30,16
2023-03-01,LM-ATM-004,Fulton Center,clear,None,110,42,28
2023-03-01,LM-ATM-005,South Street Seaport,clear,None,89,57,34
2023-03-01,LM-ATM-006,Tribeca,clear,None,84,33,18
2023-03-01,LM-ATM-007,City Hall,clear,None,100,40,19
2023-03-01,LM-ATM-008,Chinatown,clear,None,90,42,19
2023-03-01,LM-ATM-009,Little Italy,clear,None,67,44,26
2023-03-01,LM-ATM-010,SoHo Broadway,clear,None,98,70,41
2023-03-01,LM-ATM-011,NoLiTa,clear,None,63,37,23
2023-03-01,LM-ATM-012,Canal Street,clear,None,80,39,26
2023-03-01,LM-ATM-013,World Trade Center,clear,None,131,49,25
2023-03-01,LM-ATM-014,Brookfield Place,clear,None,124,43,21
2023-03-01,LM-ATM-015,Bowling Green,clear,None,101,38,24
2023-03-01,LM-ATM-016,Staten Ferry Terminal,clear,None,72,51,31
2023-03-01,LM-ATM-017,Essex Market,clear,None,71,34,20
2023-03-01,LM-ATM-018,Houston Street,clear,None,61,32,20
2023-03-01,LM-ATM-019,Delancey Street,clear,None,67,37,21
2023-03-01,LM-ATM-020,Pier 17,clear,None,73,62,38
2023-03-02,LM-ATM-001,Battery Park,cloudy,None,73,42,25
2023-03-02,LM-ATM-002,Wall Street,cloudy,None,124,28,13
2023-03-02,LM-ATM-003,Broad Street,cloudy,None,120,28,16
2023-03-02,LM-ATM-004,Fulton Center,cloudy,None,90,37,21
2023-03-02,LM-ATM-005,South Street Seaport,cloudy,None,72,50,34
2023-03-02,LM-ATM-006,Tribeca,cloudy,None,91,30,18
2023-03-02,LM-ATM-007,City Hall,cloudy,None,110,36,24
2023-03-02,LM-ATM-008,Chinatown,cloudy,None,97,43,30
2023-03-02,LM-ATM-009,Little Italy,cloudy,None,69,46,29
